PCA Component 1,PCA Component 2
37.1835610259101,1.6905777836391622
48.47964877117921,-10.832414321585563
40.52993652469033,0.4840060492821986
34.781802799053885,1.8450724112444523
31.89837804015133,-11.332323777668197
32.53512058438917,-10.978398477472771
40.72959736634153,-4.867762923518042
35.34953351963435,-14.052558265620954
36.91225828170453,-13.680797247608497
31.236084944473145,-10.346342364585485
46.84090925957543,-17.387947278449385
43.08919320408977,-15.201786787297433
40.60624761790349,-3.995035211561588
37.38534355921866,-5.566079102905905
37.67487707354336,-14.924425769271288
46.028740559339084,2.9373822723942387
40.61638769235055,-13.287473956176271
35.82199810510229,-4.425991524962837
45.64050771662388,-6.555347877692946
48.692576969379715,-7.000221922039581
39.772611551173895,-15.801278270421507
47.46319030351044,-14.88932765910424
35.93956308517018,-1.1231660945564301
38.30621492506516,-12.111804621328456
46.496310014758144,-8.68858550984264
36.36448684188027,-4.9009942461551095
43.897331098806305,-18.440714828559063
49.98566958624718,-10.388462392175565
43.30310672414138,-8.176869234874856
38.079948660625405,-10.195820335836439
39.77278072543241,4.324431452119232
41.84788190159799,-1.5341722012059271
35.286447439088484,4.226093611669768
39.723704412144095,-1.256032677713383
33.871619020633915,-7.031530587547293
48.828747806012316,-17.620365838784206
34.60788765774093,-2.008210022530116
53.303022987222214,-20.154961159764657
53.00241921176179,-19.224891586854106
46.19868051451319,-13.168122433439208
44.75569223663275,-5.374542640347886
48.734116339947754,-17.463642778032938
27.273535893300927,-6.845328007040343
54.97398009987852,-13.372151089389734
43.328227834857756,4.684259838916034
49.1940357285939,-6.681757046284254
54.54842431755985,-15.362763429479806
47.110100603598234,-14.00589339600689
37.24960875039519,-10.864510086286893
50.83203647526967,-20.841839140964794
40.287757573893494,-9.202868278551529
42.584730501818306,-14.82820482024384
35.97197052139709,-9.796382382259438
42.47362063642797,0.6457712045839372
52.92689986765116,-16.87248034202799
39.20435083664423,-11.857661013106275
36.62926389535446,-13.702035175667627
39.1051802942516,5.1457948527454045
27.755057876588307,1.1899424641957819
39.66050069381068,-11.391897046883985
47.6285236624529,-18.38267749693496
33.06217657071059,-1.4707914590083406
45.563531731995596,-11.27410028420668
37.68672660808025,-23.087015920394045
40.9325670686454,-16.679584628602598
44.768123655938204,-19.45569598311491
29.6809610019979,-4.322108889652042
41.69841139819435,-6.482620671750254
-19.539127775980766,12.096282301079476
-14.464903756843619,-9.391639129784533
-18.880265382629013,-7.619836556383961
-34.7964509685725,19.691803161047503
1.9816323975030192,-35.308598247311444
-28.581863962845198,24.70518132681135
5.225303256772004,-50.36504152397626
-7.946448602600149,-7.668168709584525
-28.839506971666015,13.025959038721428
-25.59836333956886,12.057970943486158
-30.835088495723504,24.525962540379346
-9.729767708568904,-27.212209052253943
-26.614667367205687,26.714981120654404
-26.734974263751624,16.028422308556404
4.87668334373722,-20.92158510648089
15.251224624353158,-36.28278174498851
-13.70158101394065,2.107768269770419
-2.197895175708691,-25.584662881667875
-26.744081977256705,18.233651503457466
-14.147597768499798,-6.799057002365605
7.3462708323939605,-41.78202358104788
-25.801278919872583,27.557910468199314
4.780325134258724,-40.915559493382695
-21.617485655621213,5.30680707134146
-0.19384438014924843,-29.357470115429976
-20.954766647111345,24.341027232819574
-16.902501697598563,-8.5087775437573
-1.0326259467263856,-13.442285865090845
-13.413387247602772,-14.471199010969936
1.8121250344706337,-23.04056611750754
14.063843664196591,-42.514974115302216
-13.719288043460912,-8.98662590616775
7.247798957013706,-47.908946859985505
-7.559259969466752,-6.903635872505945
-22.801861419207764,21.54544896335108
-23.31218783754357,4.923162538141255
-26.90809953807861,10.659805925401754
-16.280384791896825,4.360277509420155
-9.47433911075541,-19.071993160906832
2.3840113029086107,-12.87038614117014
-1.5486638735538623,-24.55220722939881
-32.28976769962777,17.76580332815379
-17.75764717445224,5.584686931508868
-20.279611722898995,-10.218117592030733
-17.43505237587008,-7.834893041365806
-5.055051708941992,-2.20219877969292
-8.218805842975163,-19.247388305582387
12.809426495658506,-47.70829011866322
-12.30153352073237,-14.193635321249575
-13.231483783977309,10.997597833890223
-11.019098076344253,-0.3741905696423451
-4.336083956520065,-8.892485101447575
2.4364210878160035,-34.280700064138436
19.019285998829755,-42.96469449959394
-11.931931613636504,-16.4492598581471
-13.290058670743063,-7.472112353688252
14.330984007142087,-42.32106648872485
-11.123882663229699,-27.650906932713013
-28.645262112670633,18.574279007911432
-12.873501993306217,-20.848678359889675
-8.794354967401036,-5.647744814945878
-10.228761840241242,-8.908504639274119
-21.02148785093532,26.064052400879778
3.6717312650129457,-48.35385694759965
-18.465935321277414,21.307269560116065
-25.359773914083476,6.801052146312274
-15.21112949897683,-8.683539953737728
0.1047807480309816,-48.9686800178126
-30.000575105469213,27.22919680971552
-11.018445712204747,6.304603643655754
-25.0303894391418,9.110718698392036
-28.775906564930963,13.426318331100974
-24.89296214780453,17.25870263317948
-3.747138533222151,-11.264331142033415
3.070450432749467,-43.138990602691216
12.260011342110792,-40.99488353462711
5.908580014849979,-40.092078550700634
-3.990121209109817,-23.124150252486253
-3.3141932733091215,-30.083797453574498
-14.296146752158092,-7.46093536685391
-1.5539528653468144,-30.13050354047404
-6.639433354900073,0.8688357551055476
-28.657622725740488,24.118540503517668
-35.834092476181496,24.290578485453626
-15.40495883746779,2.0764644390181264
-33.652326735107536,29.808203182625203
-22.927355287079497,6.671514476441073
-14.340472104400225,-0.09333112737137776
0.4337107783920525,-26.373053039147287
-19.097137637350762,13.289045988957124
-18.257054223456905,15.447155762355798
1.0493379157512157,-29.84173911764164
10.192341992825298,-43.876203209847354
-29.082150137067043,19.691724247087645
-2.3601460328012878,-37.59595104783176
-0.8110728937910484,-38.864735459768696
-15.895635356438488,-15.961531490808369
0.1792647202136363,-25.68915111782673
-27.521532888513402,14.373850892981574
-11.298463254817213,-10.013278652461464
-10.35486323680336,11.823487361288604
-41.687930837536705,44.67462166416433
-7.417943067599779,-6.293261362520063
-30.158995684042793,24.696215933878623
-40.4517920599832,66.00983100523851
-25.147591326730424,34.86427097785414
-31.92366808510261,29.725571070355045
-62.03581121203822,72.03827517296496
-10.716934290479053,-22.216330558226453
-25.866217226491912,12.644304081983531
-15.550329525676371,-3.7000459417643548
-49.25882345598339,52.36771001479851
-9.103922099233023,-15.69052362748921
-11.890078233244123,10.93531759006104
-19.084028796672943,6.709415169552271
-13.9094759666212,-18.121553563491734
-51.05177745243337,55.72370176761613
-11.607816897685199,-7.111053426967165
-34.25924990591942,43.42504849121907
-16.281608987392055,7.397026112594443
-53.674585899154145,71.63785854440016
-34.050834370170286,62.90844972880501
-54.93608111788534,67.68469055818022
-12.09619485938442,2.6945264499308546
-20.785474587969986,25.263977591465228
-21.8008271794539,17.97922530667733
-47.32664321731803,66.14990716708232
-31.93343841095919,38.412700917041505
-36.1840952584235,18.57096891865294
-36.3253163976036,58.90875506379731
-3.6491991895299294,-17.021763944784674
-33.65182731132073,45.18010772539058
-17.642809249346815,-5.473133550782603
-28.444774360292183,35.07833377174395
-44.09783173375502,47.17897200269664
-50.32470382140531,74.54638928402174
-2.529943245167677,-18.532217188018368
-48.57891190346657,56.7644504137721
-2.2756114465217734,-17.6623886552669
-26.829170246148564,-2.159761019148176
-37.02075584684402,37.78603894322708
-50.755540570925724,63.425264799766786
-19.88721323709538,13.439544732353895
-24.3632174595711,31.405593479259245
-34.237383356796364,44.557776074817575
1.9143289518256168,-16.379512545086307
-51.87520888009316,73.45761633309093
-43.58811712630427,50.48780884257395
-25.74014780060713,30.2356240218084
-24.02858817651869,20.75807472264621
-35.64126771303709,55.42210812036597
-40.80605041614041,56.273686913562806
-22.512238649037126,13.826921925443761
-24.70163887776673,8.66955023574872
-47.05431697656898,66.45225482561467
-50.35770882825678,68.45915720535854
-32.75607033546646,44.362508773197355
-32.350325631235265,42.66945211644787
-2.4940836075153405,-9.490383428124002
-13.429471006783666,-9.449029683289645
-45.49886412363972,73.41225414515789
-23.613917011095097,33.558272020939086
-44.999446694130384,78.6373350245587
-8.992854093962816,8.372599052949763
-5.3377163743521425,-9.051742759896682
-43.57754119021026,71.80091106760173
-43.89802998772888,78.25661253673705
-49.10063368215937,60.98664749128329
-35.35415598789439,40.88942854350247
-28.836662501930824,23.752565639165013
-9.87801253880976,-13.225407311762519
-35.752295485382675,59.038023878378354
-22.907199070746465,25.126462124621135
-47.84428640938316,70.0193802034005
-23.745220284713774,20.85791961547501
-25.695924451010242,18.574339693806184
-46.555647143100686,52.18647191007252
-3.6584470617044045,-8.600487250771133
-32.91405345732387,36.18845352125339
-43.579539330110364,55.6563675825051
-3.0640372735044092,-17.167131811115446
-32.955110891455575,45.424550742422454
-30.220514103442735,37.0480459738448
-46.34570152656264,43.150450574827666
-50.14826939797029,57.834036915039654
-27.474134261794706,20.155936953616564
-33.183036370515545,44.00465808008035
-39.113912323307154,59.3199939232702
-34.197328301782576,48.48657981744556
-13.72808840437881,-4.375422788353498
-54.93940520072149,61.36048639266606
-27.33762971399975,32.24664379864653
-45.08199563717885,59.76558027663546
-3.7865204243816715,-13.310935839081932
-21.827023524434832,9.168874307036678
-55.18432875910073,75.97405204076138
-35.51514562878477,54.396510464803114
-48.908101039656465,64.48270940456331
-38.687299585095104,54.82479655018198
-20.495726078841198,8.060640635592693
15.07532441601095,-75.08569386977881
17.94749963619809,-69.07126629619997
16.41482886230282,-67.97802685247042
-5.701173531122896,-40.63839498542088
11.18945405190894,-76.81038156977034
-7.265701775548458,-41.56427509999623
-4.772229457525732,-39.57248700864535
-5.066339468148588,-47.96078454834211
17.19608354817601,-68.29313871223192
7.088861964966511,-47.15795313921097
-1.9619477896238977,-59.179743320776396
1.452707154879798,-42.132488619512955
6.282278942243889,-64.66030985993471
8.391829934004841,-74.73042089458933
-6.795414539375743,-38.925753830409874
6.040767960662686,-55.809069171384735
-8.3493076652324,-46.45681558051678
17.43482800459278,-60.73447855035491
-3.1343227446215574,-38.60245892713324
21.426160673918083,-72.24191166008586
9.467349304077098,-75.17922500002244
-3.119091056740334,-38.569778542934245
8.495084230115502,-61.579260859278854
4.078473743326259,-70.45766743358978
11.978012654453048,-76.1188247257349
13.86888024723828,-75.49310971069826
9.628211718280921,-55.99387210766983
-5.205401111973775,-50.60978892668792
7.403092961709338,-63.19802559996137
6.774085037744832,-68.41291424958177
2.2233710240782227,-51.34244119050741
8.906407918376493,-68.96866801804384
9.557094610941379,-76.4529664193802
10.743001490703895,-53.06324396358513
0.19218112309311583,-53.92730282482749
7.2293239588560985,-66.92363475716924
7.55602014057504,-68.05107245674166
2.4205574684948754,-44.46003380959925
-1.9779905749899964,-39.435813768458324
2.1548536828180707,-57.67661869714785
2.1360978216273594,-44.19327031406096
6.431593454223769,-71.57055829160286
-4.61925558655296,-50.804201298158475
-3.279872081137716,-40.947294383879154
-4.6879183239164215,-48.55782500246042
10.02425851778306,-76.92356328804216
4.018894772774518,-60.24473120027465
4.43418750518342,-52.6081906734885
3.1237956524692447,-75.86417585421111
8.463041055818357,-43.367748764213005
10.900522551271134,-52.76134101020071
4.491635707681767,-61.909358965077274
-5.493581110017848,-42.63373646969253
5.191404545128684,-76.31432055630616
-11.18572443470622,-46.562086923668645
-4.4978177769856655,-62.73036132592122
-1.393393081316578,-55.30157834061995
-2.570560101519922,-49.345245953011144
-3.703966887676418,-52.65995677629455
0.7347357314035381,-38.768372912365294
4.585204522597088,-44.092902491609365
5.549275709525715,-69.68377247140656
-1.8343134600444713,-42.71525866504435
0.29784099435091776,-48.706390336197195
-10.008232767603756,-51.59180251059611
5.437267339138722,-67.88913604875016
2.5079964394835703,-75.85214524472823
9.831768741914418,-76.03274459807739
-11.297147588058554,-44.26828938313984
5.505350531555223,-71.60566839353119
4.365921387240483,-50.1284246231445
20.193212319208392,-68.17614177260992
8.594359252782887,-57.42005110194633
6.916694271389966,-53.27526241723854
3.3153973292422045,-69.73998022170817
14.998603904963186,-70.74744922959094
9.127718788671006,-75.33881138681863
-0.14132644474505862,-60.256619040300606
9.007329519532842,-62.566233901720416
6.795025128542696,-56.11167512291427
2.8840084668124746,-66.49555122745605
-0.18989955822569898,-41.91703460602707
13.167187273953395,-63.47774791379247
-5.092482621946218,-47.99202554807029
12.663552110297905,-70.01944005912819
5.6375639952985495,-59.70168375711757
7.289034087059911,-65.23208755895257
4.619431098675941,-53.62833152217313
22.417801553536506,-68.35186173358703
7.231806404259744,-79.19673016773783
5.191579104168623,-77.92836519420273
15.835374258903931,-73.54468576624072
3.8589192278555924,-62.90611492866951
9.25682878136217,-74.84227377012901
-6.366738142476601,-47.340211338575706
17.750662352605175,-63.829433663868194
-5.65337997583866,-42.81356003743168
-6.067512022380435,-49.939375444915854
12.516872869754298,-71.06140823974515
15.564570884070832,-74.76449437570676
6.918955469582405,-52.250664488529566
15.419853413167388,-66.85737340732769
3.548374655117845,-52.45898474919119
13.9939333891442,-70.23068182878323
8.936288411801536,-62.27260918868899
17.854126687349,-60.35213794330461
7.389476581635803,-49.42228005893478
7.505934590896991,-53.13561093086537
11.895426984283883,-65.28018188251721
2.9481172511582043,-63.137925349559616
-4.327261827929955,-51.37135618790904
8.132905927282676,-63.09865703618658
7.225572716537453,-63.85518192059354
2.143864191275009,-64.02814214197595
7.401800548171795,-70.89556576029392
16.33215664561634,-62.32762574323207
12.719142222431508,-63.00625545986549
3.662349694030849,-56.98601424642991
3.5673758456073665,-60.11623358081708
1.562005426708865,-51.30291583906154
9.603829889478622,-64.09839121656825
3.534210413451494,-60.2475723436896
2.120187534341678,-52.11644384362448
5.2841649764825895,-71.57406909065003
1.8999951956975454,-52.418004515265764
8.334066665384741,-70.53420788821252
14.535336359270245,-53.619171156489465
1.6430448804094828,-50.617436682564815
11.461985545195661,-60.524406353783206
10.895834980703542,-47.76353193505965
-6.051115024199111,-52.23970880452759
11.928840491505632,-57.569048964243294
3.2654998689645254,-59.97721708213941
7.594711446561907,-64.85605850501848
19.694105020461294,-66.3240544041957
6.006800430141291,-54.549897745720465
9.34732396327094,-56.28617245171709
0.6112300352384051,-66.00693099597574
-1.5552660984902957,-51.231723986580285
11.296774952273248,-67.04343053552743
14.470459819646337,-53.005113586549975
4.677896062252695,-49.36424563389679
14.41534965437572,-48.08267408321926
0.983074399165147,-52.25644067470462
3.755865052920912,-53.23494918028177
1.3313566411096085,-61.95905640284559
2.7615625552587373,-55.5548653591384
-2.989252240062887,-55.87078951460047
15.144068232436293,-49.529632285836904
8.157159439015714,-47.94702753779526
0.05960921774244257,-56.6441782557973
6.66508983805488,-50.5853632769351
0.5891344606389677,-56.29701667170471
2.0735103401470827,-59.24159858683371
15.442925122399675,-65.53766755614772
4.559624695025773,-65.01678861374563
5.1139221497305645,-64.19561072915377
4.957457677762149,-52.46373943601638
10.677772876173753,-64.10240007012165
-8.902836913095562,-55.33431728965872
5.765279264971203,-64.55619759829413
-1.3598388925912797,-60.17844907273862
19.060528003877298,-59.54990718843461
9.461899568347684,-57.349172237353265
7.478799544785211,-72.48379927072017
9.64770219961642,-68.99566033870536
-0.2258776914501951,-56.12882130598644
11.05868781812996,-70.43895821182046
0.6169376226594412,-54.813977895312625
6.106271718540319,-69.25620514976347
2.2616965384580348,-58.485869374028994
3.15329841013751,-51.44287569804935
-5.472871175502346,-53.70312670516323
-1.399091625171642,-63.248379716689534
6.189572161310669,-66.6515786118085
10.97596965129504,-63.95930975992235
5.284285936845351,-69.97096681614184
1.1381790777880894,-59.190186404322205
7.301670990530623,-55.18434360879913
0.21946442939953495,-56.27446630504926
4.075100985682088,-73.15326461930506
6.296098606900477,-72.11607921096302
10.55410320959053,-67.85936749935887
0.5491872641915052,-60.03376936008926
11.542522112325706,-61.90197125726499
4.200584033820422,-48.775305283691935
8.033998944686344,-65.2170272279858
2.028828599845242,-66.33089592567462
-10.771993720537731,-54.238990500029665
0.662009491795496,-66.90534074802682
5.268976860519659,-58.44882840955841
3.8542836904550453,-60.7688983182294
11.947884784860397,-65.08302634937276
2.811518002186165,-66.54867753457869
8.277492594473365,-64.36830460166854
0.44892048885793945,-51.47729225691767
9.042729812510142,-65.04105572527871
7.741722605753269,-71.42803974616785
3.414606340280198,-52.104207419136934
4.396935766748999,-55.725218377750046
-0.9934781637642934,-36.65316609874091
3.876035059519876,-40.81572209292544
-0.3302890174803855,-38.7514898312924
5.893826563615083,-32.139112572756034
-6.030398016294645,-38.811344482500864
-5.418831839576516,-49.512709587155996
6.46956939767468,-39.615703138595144
2.5299635049948876,-40.66798873330838
1.444160268562141,-34.65573861769841
-1.4363749213835917,-34.95315335051404
7.429517172449165,-36.30486001473215
4.397179324154316,-41.57755580216572
-2.277264678028166,-41.83249355306422
1.1679118025394348,-40.89135398755652
-7.4673833373552245,-40.939159517677936
-0.9130593277321396,-42.617924078249686
-7.821377604849378,-42.816683038522875
-2.1421841912425603,-39.63115937184073
5.2758429087099525,-35.17066658594014
4.7509268504914655,-46.768509100046
-5.737881482251067,-36.16305741215253
6.537665237795127,-31.374908506549126
-2.8913955978307846,-37.52219945729037
1.1128391021037638,-45.96099076811497
9.584989684949438,-44.776146439056426
-0.18391822564832744,-43.50057232304334
4.442368017239524,-43.58123033852364
-4.249246871375221,-45.105154400699895
-0.12178078145170916,-39.35704699571997
2.4975947886285343,-33.45080020262905
8.140220387399998,-40.883972840793795
4.198284938161703,-38.35922463742279
6.278054199817484,-35.124806233406744
0.4642158657817753,-47.20111858149086
1.3799877055348366,-44.17100923251996
9.115658582277144,-43.82204962084576
8.911509729312346,-35.85766635004796
-8.678375348352542,-37.97504380642518
-0.3638198529942886,-42.62837618180645
-4.087979314605303,-34.95356415554705
11.116818968300436,-39.13046282845677
6.3890155218441205,-45.766242547447725
1.9281332851695197,-36.25839594814546
6.942228855337224,-41.94993546039866
1.8009891077806384,-37.10491018654568
6.615204740041729,-34.6434174683715
10.652059517485906,-42.458019374318944
-4.580294540991829,-39.77097322605608
6.036264261944399,-47.88242140055414
-2.7558719793002475,-37.23057136145193
1.7734115364614846,-41.201661181000986
9.764789999694711,-34.47502297678342
6.692357699620743,-36.325108343230326
10.255755840237281,-42.67662522984739
3.1787847746615876,-47.863835258541116
2.198131139300098,-37.49017362128468
1.4327722958080304,-38.58935851093959
6.58145484913095,-36.49152676635096
-1.0746760265779611,-46.69754586699661
8.309726127079271,-45.2086851740899
4.770442759448406,-40.35443463748579
-2.8113697819085735,-45.625802114571
2.912442722438138,-33.59787710532932
-2.7462212362554843,-41.24927824641745
-8.582965213788036,-41.117943386038526
5.926971480925356,-36.58760179907866
-0.488579539985373,-36.00280058477476
-1.4475292934289046,-41.897099767792874
-2.3284943498056347,-37.06621923743784
0.9622077425564811,-38.85231886213095
-4.604733822699609,-35.93481610108184
5.033740986654067,-34.939560397427734
13.014065893499955,-39.88628242990807
2.2376597669894442,-44.67672902147999
3.5666330962982564,-38.40246236517497
0.933691132927313,-45.61062404303279
-5.6895071611293355,-47.16038481262497
-2.086365104029676,-47.03721489040515
7.083409074750308,-43.927376854014206
-5.853120069198139,-38.491626787887704
-0.796939061172085,-38.93077430505329
-5.251418652092639,-48.51296277802172
1.104770367237934,-34.90088625635924
4.479168474004279,-44.25097412100591
7.9132284192304105,-44.156090351427906
0.7434778079970943,-45.59776513883084
-1.2862106236127515,-40.03203539674945
-1.455325487616198,-37.826617926614865
7.471562173708896,-41.46641479109592
-6.22909736012527,-35.86222288209265
6.970662826571922,-34.120408873483406
-5.200051555437541,-48.17169018949277
0.8199331602803548,-42.947113875980655
-4.076857363341226,-43.74604575879037
-1.0955266649933342,-35.71012493001763
-0.14194373952319891,-43.67345220082028
6.749101658245453,-40.669288476278915
9.103436236495094,-36.057992987898245
9.242841915576076,-43.500037425555234
6.164221844669071,-43.05721213303861
