t-SNE Dimension 1,t-SNE Dimension 2
82.28132,15.433695
73.74103,5.9946623
90.72401,3.6593528
95.01059,1.3566017
71.67173,12.010646
71.84053,13.981463
86.931625,23.005234
88.61144,13.721499
73.66091,17.994217
91.72321,15.396737
70.06305,19.19042
95.75179,-2.7706723
90.16199,4.399073
76.86227,18.612757
71.79227,12.450116
75.63201,18.49853
80.95249,0.3611034
86.3381,-3.7636175
90.72679,3.3478882
74.928055,7.223112
81.781586,3.0776856
84.88188,14.89659
89.19706,13.813151
85.37589,9.049191
90.45253,19.26788
88.78248,1.7053777
80.25824,1.7687091
92.06496,17.69173
94.26177,2.455615
95.13708,0.797059
89.55149,13.38888
90.31866,20.93471
74.29528,14.48897
69.3,19.160545
89.09824,1.9862406
94.8288,-0.24662665
77.61136,18.618559
84.45104,16.948053
86.33193,7.2473927
81.96191,15.348367
92.168884,17.583202
91.841194,15.746439
90.13438,22.143435
90.64458,2.6703274
72.66455,13.4604645
95.63051,-3.3606787
83.41888,1.4451187
70.2537,19.388506
74.11887,17.846952
90.308205,20.600056
86.051506,-3.1061316
92.57313,3.0630202
86.23215,-3.4117832
72.79704,6.763683
70.027435,20.014915
85.30783,-2.0897272
72.69024,7.289999
81.0246,0.49401438
95.578636,-3.7591667
74.84831,17.937105
93.117096,2.8411784
85.571396,-0.28643546
-30.198692,-73.25958
-26.580252,-75.493126
-26.042164,-65.33165
-20.248959,-83.456406
-17.210968,-70.91009
-11.725557,-53.982513
-9.891869,-50.913578
-10.760568,-49.79156
-10.658467,-51.891
-26.239681,-81.78985
-7.6751165,-52.889286
-11.141026,-61.104923
-17.115465,-65.262825
-26.317919,-82.36123
-20.841742,-73.380104
-15.146326,-72.22185
-18.647804,-65.63953
-29.244888,-68.294586
-11.437532,-49.68542
-20.729979,-73.34924
-18.51242,-65.667854
-12.575003,-70.14828
-29.96378,-75.3753
-16.823072,-72.18536
-12.189327,-54.41431
-7.1141195,-65.70178
-15.1495905,-57.20722
-20.916658,-84.03616
-28.791332,-69.36999
-12.993952,-54.876167
-27.449158,-77.168526
-14.626297,-58.053005
-17.564566,-65.39742
-12.4676485,-69.65609
-12.581618,-70.11183
-27.588503,-70.68481
-26.154493,-82.04156
-30.219461,-73.16309
-23.780043,-84.548454
-8.257708,-58.12535
-19.325388,-63.075615
-6.83339,-67.503525
-6.8855696,-67.1661
-19.99131,-83.10001
-19.86998,-63.113758
-19.252684,-62.58547
-10.002192,-50.84843
-9.142392,-65.014175
-25.986889,-65.26079
-17.907907,-57.032352
-17.877993,-57.036415
-11.305948,-61.392696
-14.500123,-64.2894
-10.882648,-52.51494
-11.712434,-53.952282
-27.662956,-70.68735
-26.592577,-75.472176
-30.033094,-75.59322
-12.010436,-65.160774
-8.645179,-65.1175
-19.131527,-63.883667
-16.785563,-72.86199
-23.489761,-84.39592
-24.097908,-84.81232
-26.477684,-82.88779
-10.7881565,-55.951004
-20.654058,-84.049515
-11.343681,-61.997364
-14.146588,-57.22776
-27.447565,-77.120476
-18.56041,-61.816944
-31.818007,-71.94169
-16.33035,-61.22725
-23.077868,-73.883545
-11.737949,-49.68187
-6.826549,-67.04209
-13.08923,-64.46038
-8.271809,-58.060196
-22.663017,-84.207146
-23.254051,-73.94021
-31.878445,-71.88107
-8.311491,-65.23308
-14.898517,-72.830475
-29.231121,-68.41997
-14.070115,-73.303764
-16.586452,-61.063652
-12.168289,-65.0956
-14.740868,-56.4851
-25.030985,-74.57204
-28.778938,-69.354126
-14.284169,-56.445305
-14.912203,-72.82995
-7.696796,-52.925392
-14.985844,-64.24227
-31.434359,-72.35264
-16.012127,-64.64016
-24.32103,-85.26439
-16.948206,-71.58567
-10.7868395,-55.92212
-30.232735,-75.59147
-2.631498,-88.41682
-3.355622,-93.93865
7.4130235,-96.32566
-2.8724434,-86.84617
12.511061,-91.68412
28.930979,-92.71619
-5.381144,-90.95436
-3.6193113,-94.40125
0.6865947,-79.45199
4.2682815,-97.414635
29.423235,-92.945335
-0.42018273,-78.56176
22.243048,-80.31975
24.794893,-87.654396
-0.564272,-95.14079
11.265192,-96.85457
-0.022756226,-77.90491
1.3519279,-85.17515
28.183529,-87.42513
21.42308,-82.77773
25.81819,-83.349625
14.001496,-81.7707
7.0057445,-85.90453
21.230806,-82.57101
7.6574345,-96.212135
-5.037448,-91.156784
25.203848,-88.38073
6.510095,-97.43759
6.7774587,-97.33164
-3.8627274,-92.60595
11.469227,-86.828865
4.1828985,-96.88112
6.871541,-96.22197
3.2783635,-86.6752
10.691691,-95.65125
22.561192,-89.12527
26.429115,-91.56383
-2.0872424,-78.475044
15.393965,-86.140274
0.12695736,-94.72244
26.120779,-83.72299
-4.1357102,-90.93673
0.10103105,-94.579865
17.134995,-91.74688
1.8802459,-83.85093
14.281026,-82.6827
4.6857615,-95.588524
26.374035,-84.148125
-2.6980286,-88.17774
9.497128,-95.813416
0.250469,-93.66216
11.464662,-86.87297
10.534726,-82.832016
17.626743,-91.50467
17.360838,-91.60837
1.7987362,-84.06042
-2.0824413,-78.49249
11.1251955,-86.11354
21.472063,-81.9925
15.424612,-86.21844
10.709967,-82.55674
22.213417,-80.325356
18.06228,-91.26965
28.06842,-92.67571
1.3511633,-80.359886
1.3943095,-80.147385
1.1740521,-85.644196
21.359755,-82.42718
6.720963,-85.98915
11.10975,-96.19517
0.32985052,-85.74246
-5.8306537,-90.89233
9.865313,-85.18907
13.949291,-81.36807
28.197363,-87.73218
4.63413,-96.061104
26.028938,-86.66512
28.011662,-88.7869
-3.2896247,-94.17797
-2.3448257,-87.392265
25.285463,-87.64506
12.449224,-91.61269
-4.0682154,-91.84919
26.788551,-86.15422
-2.9808795,-86.663315
1.0031699,-79.821075
27.82322,-89.00403
24.74411,-91.365074
10.992904,-95.97084
9.946699,-85.2373
25.99459,-86.67348
24.492682,-91.08232
-0.26200336,-78.5005
10.416197,-83.006065
25.274145,-91.51225
14.387398,-82.82742
28.713327,-92.69379
5.1912756,-95.541046
22.39305,-89.09104
2.6791284,-86.564476
64.85569,60.577465
61.58267,40.75919
70.5593,48.77274
74.16637,45.538506
69.251625,49.163525
55.134457,56.029026
52.427895,69.352425
74.43839,44.117115
60.78168,45.61628
76.13396,48.30076
64.588554,64.92862
67.86538,61.730915
72.87597,50.738773
60.27223,33.075027
62.76349,36.13495
50.255695,69.568054
54.962673,63.84173
54.940132,63.887947
67.26778,64.40888
61.035683,34.513985
56.402943,67.416435
67.505775,60.47747
61.941097,38.209225
55.01456,59.81675
54.019226,54.471596
51.285286,66.03035
59.83879,34.170696
51.62966,70.40233
60.225735,32.274754
61.48024,33.968533
63.953255,65.65856
76.234215,48.436172
60.72515,42.618458
60.46312,32.63256
50.813267,69.97239
59.306458,49.141796
70.31819,49.448788
74.12777,46.049793
64.710045,64.46068
67.31265,62.38417
65.87054,63.70781
59.32754,49.091503
53.366062,71.903854
61.820133,32.618595
74.39239,44.21414
68.82786,48.75852
67.600136,60.209095
50.56336,69.86015
59.852722,43.661922
70.754105,50.254066
75.15105,47.814087
52.64072,71.39541
65.59932,63.952705
56.673508,55.132374
74.26984,43.001163
61.863976,35.863014
52.373135,69.61726
57.15983,67.216835
51.136753,66.02501
54.942585,55.603687
67.054565,60.596954
54.97584,57.525253
75.8399,48.268974
55.03139,64.12519
53.406982,72.24811
55.136692,56.539963
61.038162,44.853607
66.68376,63.04147
51.097694,66.09439
62.29078,39.020157
70.768486,49.66488
61.933323,35.889225
60.06634,31.935253
61.097084,34.75802
74.29288,43.148476
57.42812,53.451077
56.782814,54.737
55.640194,68.14783
60.601437,43.091682
72.94163,50.94441
53.83466,53.722153
54.879112,62.29098
61.37509,41.335857
56.39159,66.02492
65.013794,60.44441
53.830383,53.50406
70.5031,48.382477
63.197437,38.677784
62.740746,39.20434
65.90027,64.34894
56.66086,66.80439
58.01252,54.175648
56.96431,53.164684
61.383007,44.75513
54.90212,60.81874
68.145584,64.39609
54.194626,71.68212
57.460464,53.38531
54.95452,60.28508
60.65092,42.670925
-74.116776,-0.19007291
-86.708145,-8.627648
-87.234634,-5.2956963
-60.60381,-6.41561
-66.461845,-1.358983
-79.06003,1.1227819
-56.189083,-3.716919
-55.98203,-1.5663885
-84.26691,4.134877
-79.05656,-5.3566337
-67.92355,1.2353698
-90.16716,-10.589172
-65.90453,-5.7927923
-68.085144,-9.562125
-68.601166,1.6381716
-63.59378,-3.0392337
-86.7254,-8.791909
-80.52762,-5.5010056
-67.27785,-8.351637
-65.82434,-1.0603977
-63.224236,-8.818911
-56.39148,-4.1208525
-66.36647,-6.277711
-56.041523,-6.4303684
-88.61986,-6.077458
-89.739685,-12.6350565
-74.53959,-0.3813964
-60.42377,-11.093481
-65.408844,-12.069992
-55.975727,-0.81617373
-79.60678,1.0625895
-90.36843,-11.8213625
-61.917027,-9.033788
-60.244858,-11.870437
-65.673935,-0.575004
-61.170433,-5.2692504
-55.95697,-6.458138
-62.362408,-3.4351892
-62.99866,-1.9865158
-60.05369,-8.868839
-58.876324,-6.8258977
-56.279633,-3.9330378
-74.13654,-0.17938252
-89.55076,-6.4991484
-84.185234,4.838958
-85.1482,2.7418354
-89.879486,-3.0258205
-65.88737,-7.9621015
-67.810356,-6.131461
-65.471405,-11.973583
-86.800735,-7.268084
-56.0002,-1.3311765
-67.83507,-8.906615
-73.286026,-3.926108
-88.494965,-5.6541185
-62.814564,-2.5838282
-73.88557,-5.377407
-72.95345,-4.221546
-83.56614,4.069687
-84.030876,3.9177945
-89.08168,0.48492616
-66.6895,-6.148235
-75.40275,-0.42999357
-87.06645,-4.9950523
-73.84824,-2.6263435
-90.366295,-2.3192418
-77.41727,0.5505614
-88.91263,0.40573785
-84.514915,3.3936822
-91.048805,-11.185383
-89.75564,-6.690008
-60.21305,-12.03009
-74.139114,-5.698596
-60.647945,-10.260463
-66.391716,0.1503489
-79.66083,-1.2864382
-73.54441,-4.692359
-90.15899,-2.6802928
-87.102646,-5.6061525
-79.06648,-5.4203324
-91.920746,-1.5465397
-67.95737,-8.328105
-89.37697,-12.750456
-78.66441,1.1067153
-61.973637,-8.893624
-79.49256,-5.163475
-60.374146,-6.6265125
-79.586044,-1.1291624
-67.82802,1.1684375
-89.9677,-11.741978
-79.58759,-3.635155
-88.868675,0.03384846
-65.48899,-11.914028
-90.08143,-12.179531
-56.028076,-0.5323071
-78.84464,1.6628815
-65.47497,-0.97691405
-63.12495,-3.0498667
-88.5155,-0.7579747
-91.92259,-1.526837
3.5972028,80.90767
19.341116,33.154953
11.615256,44.059494
6.8939543,81.31034
10.974118,60.34419
1.731749,64.84967
2.0167801,64.587036
9.525759,59.055946
9.545006,60.17506
2.4904802,63.923023
4.1373186,64.18617
26.317848,22.909355
6.5584073,80.67951
28.764788,25.53383
5.586206,46.44386
5.176274,55.979
21.816628,28.147013
21.109533,27.62254
5.4626336,47.64782
16.143492,38.218994
23.881592,22.911024
28.334438,25.533745
15.732107,38.77723
7.6556096,80.92729
11.422183,46.92712
7.783276,68.95935
8.239656,81.62571
11.603849,46.29382
13.895492,40.395157
14.082205,40.39594
22.714674,27.4743
22.662693,22.348146
6.0675445,66.03883
21.852509,24.509512
12.13107,46.14547
17.893185,35.86293
9.379286,58.0983
1.7679174,64.96912
22.094135,27.964674
7.7233295,69.04232
8.6067505,56.329586
-10.280768,62.397007
31.430866,30.74598
16.133602,38.313797
4.948633,55.973145
10.942897,46.03713
22.719437,22.580244
10.907874,60.367462
8.467513,66.39942
22.037668,24.92632
8.452937,66.43322
8.778636,67.28882
9.039086,57.14448
17.625305,34.937958
8.354404,53.606525
29.578476,25.869408
25.72858,22.950966
31.993874,30.146801
5.1921988,82.43941
6.362355,79.73066
10.731578,45.12353
15.472173,39.041733
4.726836,47.085114
31.98218,30.033518
13.664748,40.346783
21.680618,26.36704
26.850767,22.893772
21.431137,27.102367
32.84414,30.126822
5.9257007,47.665264
32.378796,30.168863
5.637838,46.632214
8.207435,54.686867
19.247362,33.267113
4.509914,56.009052
8.025353,66.51237
18.06935,35.095203
6.32464,66.036156
7.0255795,82.61975
29.32933,24.012997
8.434275,53.103096
22.63726,24.889378
8.200403,55.39451
7.9198813,81.02959
4.3338795,80.77968
11.024714,44.87532
31.443447,31.203497
4.6649055,80.279144
23.120756,22.604383
28.900991,25.307638
16.909254,35.013973
5.556404,66.15386
16.502161,37.825356
3.8732579,80.27357
29.293373,24.018976
8.475825,52.366867
17.919132,36.261555
7.0229354,82.424225
3.6888542,63.920143
9.3724375,60.337658
-57.586178,68.87691
-51.973736,62.00508
-84.47374,41.93616
-70.49352,62.4877
-70.60694,60.849834
-70.83178,60.465286
-72.95857,34.088764
-73.40697,34.780735
-69.3822,49.47643
-57.678833,53.944366
-83.77618,40.973976
-57.050686,54.628952
-79.46136,34.361507
-77.02693,36.376904
-56.82767,62.994358
-61.29342,63.696415
-59.212337,56.811
-71.570724,61.650627
-55.518993,62.33445
-72.55535,36.459457
-71.425804,37.674633
-71.37771,37.851917
-81.008965,46.55442
-57.094257,56.69142
-80.61553,46.46613
-70.162865,48.875847
-79.38711,37.935246
-71.80096,60.168686
-57.6532,63.249714
-78.06232,36.083405
-86.46899,35.03261
-84.49207,33.9167
-58.84539,52.704468
-72.15148,60.701687
-56.17358,54.998108
-73.25428,47.584938
-55.625866,62.408768
-53.898197,61.860455
-58.443153,57.2671
-62.76077,57.316555
-82.191475,39.651794
-71.92467,34.836708
-79.60851,46.477154
-73.167725,47.63476
-58.621777,53.798107
-73.126976,34.15798
-79.15761,37.55588
-71.43635,61.521976
-57.26728,57.232735
-52.445004,61.980576
-86.37462,40.9852
-76.98084,46.995754
-87.2781,40.476936
-80.90681,39.57101
-59.595776,57.19887
-54.75175,61.464317
-84.556274,41.57746
-70.60269,63.25764
-84.50722,33.897232
-52.816586,61.94412
-75.6642,46.241238
-80.31238,39.104282
-62.61398,58.3696
-87.69584,40.185936
-61.074467,63.4124
-57.60666,68.839966
-60.87033,56.088604
-60.109634,64.96003
-60.38453,65.26375
-75.84522,46.575504
-82.52607,39.490833
-81.183,46.492725
-80.85541,39.666534
-86.26783,34.890408
-62.546215,63.446877
-58.808178,52.50211
-84.82418,34.365795
-73.505226,33.41019
-70.56453,62.496647
-79.50797,34.347202
-69.26563,49.554493
-57.577904,68.88498
-78.21782,35.829983
-62.595947,57.887062
-60.568913,65.12222
-72.21392,37.045773
-58.579403,63.97869
-86.43433,35.039467
-86.693886,40.84794
-70.20565,48.805702
-78.09448,35.310146
-76.6352,47.194584
-58.34011,64.49074
-59.445747,54.30393
-54.324856,62.067863
-56.323227,54.959084
-61.005363,56.08974
-82.73621,40.128387
-72.734695,34.017334
-76.27631,47.035927
-77.99108,-44.64127
-83.84477,-37.30162
-59.612476,-47.873646
-77.97383,-44.611977
-77.20215,-48.81606
-73.23743,-34.780155
-71.77119,-51.114693
-73.43826,-26.812233
-71.393196,-29.711515
-76.21851,-32.45158
-58.927696,-30.410097
-73.79501,-36.53957
-83.82912,-38.315197
-61.2015,-49.223015
-69.785065,-51.477463
-83.89561,-37.117123
-79.9635,-45.006416
-55.236088,-32.48148
-77.68287,-48.810886
-62.90342,-41.07208
-75.6011,-49.4276
-56.264404,-38.324566
-69.0829,-51.483173
-58.82502,-52.201653
-76.36756,-49.03684
-60.284767,-46.286274
-60.894,-36.142563
-76.28077,-30.78061
-80.42901,-45.030495
-58.426537,-26.695698
-69.9057,-26.146349
-60.596645,-37.381023
-74.0006,-36.648808
-71.93022,-51.110287
-76.03452,-39.415985
-61.325085,-40.962208
-70.23759,-51.56482
-61.86893,-32.223557
-61.766705,-40.247208
-73.206696,-28.404982
-57.269936,-30.075502
-79.013336,-45.728004
-60.977985,-35.88592
-76.271164,-43.47929
-78.56657,-47.55305
-60.8194,-31.279367
-78.77041,-47.088017
-60.874504,-31.544079
-80.831985,-36.30227
-61.474735,-40.456432
-83.7894,-38.500755
-57.03434,-51.71758
-71.64706,-29.5315
-58.365917,-26.526201
-72.32087,-26.66565
-61.14274,-49.06271
-75.57604,-36.8042
-76.17956,-43.561924
-71.40452,-27.47255
-71.60193,-51.169895
-75.21032,-36.98915
-57.400944,-29.996126
-78.33286,-48.585888
-70.195244,-27.024538
-73.50285,-27.743452
-75.71113,-39.564217
-76.20214,-31.691969
-76.01939,-34.20211
-58.492867,-26.60681
-56.319607,-31.15642
-76.29469,-30.532995
-60.00002,-31.700844
-69.95257,-51.56361
-63.117596,-42.521275
-79.32904,-45.977783
-76.215294,-33.011086
-57.287464,-38.58286
-56.630848,-38.344215
-75.63936,-43.89208
-74.552574,-26.918297
-59.821556,-47.63637
-73.00676,-34.864212
-61.005222,-45.85466
-62.765827,-40.764183
-61.056984,-48.871254
-80.37704,-36.251793
-73.09523,-26.539083
-69.9673,-26.208094
-81.086716,-36.348255
-71.43987,-29.540611
-55.46872,-32.71753
-75.82243,-39.543243
-61.888176,-30.056578
-58.610096,-52.19918
-60.73021,-36.780025
-61.63882,-30.83609
-59.9661,-47.352543
-58.62621,-26.788149
-56.6477,-38.133884
-72.02835,-25.737955
-22.936447,38.502995
-14.244723,39.352108
-11.568082,63.42563
-17.893234,54.230312
-34.828674,60.484173
-35.457687,60.344345
-11.330382,62.28545
-13.677392,47.995335
-5.7562056,53.524788
-13.333487,47.859257
-23.287329,38.285873
-15.187037,67.46215
-30.635149,67.50861
3.6344275,47.107918
-15.515422,62.818996
-12.029737,48.03768
-10.956771,44.467518
-29.995594,61.76146
-15.3439,54.03608
-8.433641,56.138268
-22.813587,38.314873
-24.318949,52.037376
-24.657167,52.172436
-19.156559,39.294975
-6.96023,53.661114
-16.560022,66.79761
-14.731653,55.030678
-13.728578,47.438206
-8.201693,56.338478
-14.612644,55.71429
-3.8590412,52.97206
-17.376232,41.94585
-8.184822,43.85542
-17.53099,63.052757
-7.86,57.363495
-15.034544,44.319515
-14.058996,45.093674
-24.94632,65.05022
-7.231671,43.417202
-23.345469,38.37519
-8.223211,55.462566
-19.736004,63.57877
-24.874296,65.09307
-14.12638,45.04938
-31.844156,59.729427
-12.154135,48.023594
3.2354932,47.07222
-7.4634867,43.70316
-34.789524,63.939907
-25.731195,54.82473
-11.314113,44.49049
-18.847458,39.383705
-22.102997,63.056255
-23.123905,45.11647
-23.712187,57.682934
-16.34157,41.31682
-9.501448,56.74395
-34.779373,63.767372
-23.68084,53.790554
-14.325207,39.324333
-22.479378,59.742714
-16.935572,54.038216
-34.305607,60.25689
-18.175108,38.251663
-25.445202,52.277443
-29.864325,61.57063
-16.299917,42.84016
-3.8713634,53.02845
-3.0759158,53.31314
-18.17493,53.781242
-14.670583,62.863
-23.098125,45.06578
-17.328653,38.68542
-25.87883,52.79394
-17.51967,38.841583
-16.848465,38.80273
-15.569152,54.064415
-9.49533,56.23402
-5.265204,51.564056
-4.4660563,53.301945
-8.934492,43.953766
-7.0851755,43.966457
-34.763077,63.8628
-23.509308,53.68369
-21.417768,40.556583
-23.513292,62.40549
-16.57423,41.63302
-17.527313,63.01855
-22.579353,59.802967
-6.427392,53.888878
-14.332175,54.525856
-19.354168,63.496593
-24.595547,55.471085
-13.230196,63.32989
-21.196867,43.374317
-17.939573,54.646786
-21.258211,43.596607
-30.163479,61.44212
-30.044518,62.124153
-21.207466,40.435165
-41.94186,42.500015
-53.136753,20.500423
-63.410603,28.125462
-52.892178,21.030674
-64.48787,13.781408
-53.019085,19.557348
-49.73631,23.264269
-63.206142,24.438812
-65.54685,11.610781
-46.265938,29.805191
-62.657288,28.206398
-41.733364,44.509895
-46.76673,36.494877
-63.246666,27.195139
-57.14141,27.898481
-62.3506,27.550909
-47.015663,39.742977
-47.078514,35.09701
-38.91085,33.223442
-61.987392,17.194006
-39.022774,38.69757
-41.808178,43.05887
-39.481537,31.843533
-53.03555,21.670923
-53.510544,24.230536
-45.22379,40.571815
-41.76982,44.114384
-46.444736,37.011753
-39.78592,33.07508
-65.626686,24.049177
-39.040035,38.81576
-65.079956,13.93973
-61.613163,17.69263
-63.49146,24.257854
-40.647575,43.280983
-65.54373,24.03342
-50.450237,35.718433
-61.622677,12.4890175
-62.75793,15.8598995
-46.791306,34.69733
-63.14845,12.835631
-60.156948,28.936728
-45.08999,40.669296
-52.032536,24.984718
-41.579906,42.831036
-36.719025,31.824177
-38.953316,38.648117
-57.837585,23.83406
-63.236195,27.709824
-58.121758,29.570992
-56.752697,24.411716
-36.864876,31.920303
-60.324238,19.24772
-65.51749,11.557109
-39.29845,32.809925
-50.904232,33.088673
-48.957336,25.1946
-64.45608,14.218943
-46.36318,39.98909
-42.26788,44.2464
-49.665752,35.558125
-58.193645,29.487736
-61.901024,12.506683
-57.6004,28.63429
-51.318092,33.350758
-43.33188,40.519035
-46.897076,24.917568
-50.048267,35.59565
-52.833073,24.884752
-38.136818,33.16826
-37.027172,32.08956
-65.07297,14.27283
-49.898743,23.133564
-47.15966,28.125118
-62.64542,12.359465
-35.573093,60.385185
-63.439137,28.265871
-47.154762,28.155256
-46.197243,37.07327
-37.452446,33.025192
-62.870068,25.159697
-47.13779,24.917316
-61.6833,17.60387
-58.19219,23.698586
-56.22945,24.869205
-49.31373,25.34557
-55.29967,25.01384
-54.221394,24.105623
-50.877316,22.459158
-43.33501,40.385986
-55.763683,25.127386
-45.246143,30.156359
-40.437923,33.62528
-43.50706,31.027067
-51.542152,33.39083
-46.226055,30.135017
-60.282463,19.288918
-46.0007,29.526957
-63.037422,12.407796
-53.576794,20.590342
